1, 872.0, 957, 0.9111807732497388, 872.0, 957, 0.9111807732497388
2, 138.0, 843, 0.16370106761565836, 1010.0, 1800, 0.5611111111111111
3, 331.0, 468, 0.7072649572649573, 1341.0, 2268, 0.5912698412698413
4, 142.0, 203, 0.6995073891625616, 1483.0, 2471, 0.6001618777822744
5, 359.0, 588, 0.6105442176870748, 1842.0, 3059, 0.6021575678326251
6, 552.0, 882, 0.6258503401360545, 2394.0, 3941, 0.6074600355239786
7, 289.0, 619, 0.4668820678513732, 2683.0, 4560, 0.5883771929824562
8, 431.0, 911, 0.47310647639956094, 3114.0, 5471, 0.5691829647230854
9, 302.0, 434, 0.695852534562212, 3416.0, 5905, 0.5784928027095682
10, 461.0, 900, 0.5122222222222222, 3877.0, 6805, 0.5697281410727406
11, 45.0, 180, 0.25, 3922.0, 6985, 0.5614889047959915
12, 26.0, 950, 0.02736842105263158, 3948.0, 7935, 0.49754253308128543
13, 383.0, 756, 0.5066137566137566, 4331.0, 8691, 0.49833160740996435
14, 284.0, 817, 0.34761321909424725, 4615.0, 9508, 0.48538073201514514
15, 236.0, 756, 0.31216931216931215, 4851.0, 10264, 0.47262275915822294
16, 807.0, 959, 0.8415015641293013, 5658.0, 11223, 0.50414327719861
17, 268.0, 775, 0.34580645161290324, 5926.0, 11998, 0.49391565260876813
18, 567.0, 858, 0.6608391608391608, 6493.0, 12856, 0.5050560049782203
19, 292.0, 801, 0.3645443196004994, 6785.0, 13657, 0.49681482023870543
20, 600.0, 857, 0.7001166861143524, 7385.0, 14514, 0.5088190712415599
21, 0.0, 53, 0.0, 7385.0, 14567, 0.5069678039404133
22, 30.0, 671, 0.044709388971684055, 7415.0, 15238, 0.48661241632760205
23, 423.0, 951, 0.444794952681388, 7838.0, 16189, 0.4841559083328186
24, 430.0, 958, 0.4488517745302714, 8268.0, 17147, 0.48218347232752085
25, 146.0, 652, 0.22392638036809817, 8414.0, 17799, 0.4727231866958818
26, 265.0, 808, 0.327970297029703, 8679.0, 18607, 0.46643736228301175
27, 334.0, 956, 0.3493723849372385, 9013.0, 19563, 0.460716658999131
28, 375.0, 853, 0.4396248534583822, 9388.0, 20416, 0.45983542319749215
29, 299.0, 821, 0.364190012180268, 9687.0, 21237, 0.456137872580873
30, 29.0, 378, 0.07671957671957672, 9716.0, 21615, 0.4495026601896831
31, 323.0, 485, 0.6659793814432989, 10039.0, 22100, 0.4542533936651584
32, 337.0, 766, 0.43994778067885115, 10376.0, 22866, 0.45377416251202657
33, 158.0, 780, 0.20256410256410257, 10534.0, 23646, 0.44548760889791084
34, 562.0, 664, 0.8463855421686747, 11096.0, 24310, 0.4564376799670917
35, 238.0, 471, 0.505307855626327, 11334.0, 24781, 0.4573665308098947
36, 90.0, 573, 0.15706806282722513, 11424.0, 25354, 0.45057979017117616
37, 199.0, 513, 0.38791423001949316, 11623.0, 25867, 0.4493369930799861
38, 772.0, 919, 0.8400435255712732, 12395.0, 26786, 0.46274173075487196
39, 585.0, 903, 0.6478405315614618, 12980.0, 27689, 0.46877821517570156
40, 326.0, 905, 0.3602209944751381, 13306.0, 28594, 0.46534237952017904
41, 672.0, 924, 0.7272727272727273, 13978.0, 29518, 0.4735415678569009
