P140, 344.0, 434, 0.7926267281105991, 344.0, 434, 0.7926267281105991
P279, 589.0, 903, 0.6522702104097453, 933.0, 1337, 0.6978309648466716
P361, 350.0, 756, 0.46296296296296297, 1283.0, 2093, 0.6129956999522217
P1001, 566.0, 664, 0.8524096385542169, 1849.0, 2757, 0.6706565107000363
P30, 888.0, 959, 0.9259645464025026, 2737.0, 3716, 0.7365446716899893
P127, 332.99999999999994, 619, 0.5379644588045234, 3070.0, 4335, 0.7081891580161477
P131, 336.0, 775, 0.4335483870967742, 3406.0, 5110, 0.6665362035225049
P530, 36.0, 950, 0.037894736842105266, 3442.0, 6060, 0.567986798679868
P1412, 731.0, 924, 0.7911255411255411, 4173.0, 6984, 0.5975085910652921
P27, 461.0, 958, 0.4812108559498956, 4634.0, 7942, 0.5834802316796777
P190, 33.0, 671, 0.04918032786885246, 4667.0, 8613, 0.5418553349587832
P495, 372.0, 905, 0.41104972375690607, 5039.0, 9518, 0.5294179449464174
P39, 342.0, 485, 0.7051546391752578, 5381.0, 10003, 0.5379386184144757
P178, 378.0, 588, 0.6428571428571429, 5759.0, 10591, 0.5437635728448683
P264, 1.0, 53, 0.018867924528301886, 5760.0, 10644, 0.5411499436302142
P17, 539.0, 911, 0.5916575192096597, 6299.0, 11555, 0.5451319774989182
P101, 104.0, 573, 0.18150087260034903, 6403.0, 12128, 0.5279518469656992
P364, 418.0, 756, 0.5529100529100529, 6821.0, 12884, 0.5294163303321949
P1376, 102.0, 180, 0.5666666666666667, 6923.0, 13064, 0.5299295774647887
P19, 184.0, 780, 0.2358974358974359, 7107.0, 13844, 0.513363189829529
P20, 315.0, 817, 0.38555691554467564, 7422.0, 14661, 0.5062410476775118
P1303, 222.0, 513, 0.4327485380116959, 7644.0, 15174, 0.5037564254646105
P159, 294.0, 801, 0.36704119850187267, 7938.0, 15975, 0.49690140845070424
P740, 142.0, 843, 0.16844602609727166, 8080.0, 16818, 0.4804376263527173
P106, 305.0, 821, 0.37149817295980514, 8385.0, 17639, 0.47536708430183117
P937, 427.0, 853, 0.5005861664712778, 8812.0, 18492, 0.47653039152065757
P37, 502.00000000000006, 900, 0.5577777777777778, 9314.0, 19392, 0.4803011551155115
P407, 616.0, 857, 0.7187864644107351, 9930.0, 20249, 0.49039458738703146
P136, 597.0, 858, 0.6958041958041958, 10527.0, 21107, 0.49874449234851
P276, 372.0, 766, 0.4856396866840731, 10899.0, 21873, 0.49828555753668907
P449, 305.0, 808, 0.3774752475247525, 11204.0, 22681, 0.4939817468365592
P527, 327.0, 956, 0.34205020920502094, 11531.0, 23637, 0.48783686593053266
P108, 36.0, 378, 0.09523809523809523, 11567.0, 24015, 0.48165729752238184
P413, 415.0, 951, 0.4363827549947424, 11982.0, 24966, 0.4799327084835376
P103, 813.0, 919, 0.8846572361262242, 12795.0, 25885, 0.49430171914236043
P463, 146.0, 203, 0.7192118226600985, 12941.0, 26088, 0.4960518245936829
P138, 340.0, 468, 0.7264957264957265, 13281.0, 26556, 0.5001129688206055
P176, 862.0, 957, 0.9007314524555904, 14143.0, 27513, 0.5140479046269036
P47, 183.0, 652, 0.28067484662576686, 14326.0, 28165, 0.5086454819811823
P36, 275.0, 471, 0.583864118895966, 14601.0, 28636, 0.5098826651767007
P31, 590.0, 882, 0.6689342403628118, 15191.0, 29518, 0.5146351378819704
