x,y,pid
11.1396675,49.067703,1
21.614155,63.61207,1
13.361872,71.16297,1
-58.22545,-66.71604,1
30.859173,1.6543489,1
4.720196,53.156277,1
21.298563,63.633,1
4.1817255,68.35652,1
4.5474253,54.164158,1
4.190398,68.34624,1
42.270573,8.826377,1
6.7265806,53.946938,1
8.84219,73.21828,1
6.066118,68.19494,1
3.8470957,50.55912,1
14.168104,71.97992,1
-5.6227856,-71.71932,1
24.291445,31.395515,1
3.7124019,55.69826,1
4.2413917,54.886147,1
9.051714,75.01495,1
-22.143692,-31.826195,1
-7.009241,-72.509186,1
11.161462,48.06566,1
-3.3635142,69.94489,1
-56.520054,-66.808685,1
-9.299433,-40.36952,1
-20.606483,-29.962063,1
-11.283236,54.44476,1
7.5340734,53.455956,1
5.071855,34.12673,1
-58.15296,-65.16091,1
4.3515477,54.21478,1
6.0138516,66.51504,1
-16.891523,19.52797,1
14.964843,77.76476,1
-1.3203387,52.96403,1
12.172472,58.134773,1
-23.320217,-31.308495,1
-47.988476,0.5243853,1
-4.4580746,70.35344,1
-4.580806,70.477486,1
21.39658,63.465706,1
-34.758812,-52.191303,1
-8.414187,62.982662,1
-22.518816,-30.389908,1
-55.053577,-8.286948,1
-28.690733,9.474561,1
-43.734455,-0.16473015,1
2.3996704,71.64174,1
5.630698,-35.85922,1
65.91172,45.569206,1
7.1558447,67.590515,1
46.488,-80.91189,1
12.550873,57.606907,1
11.664834,61.72859,1
55.193386,1.6689832,1
26.389322,57.11133,1
6.180039,-30.26323,1
-18.023272,58.42907,1
91.667435,-22.623352,1
12.936106,-45.377335,1
6.2658267,67.59169,1
6.9730506,68.13435,1
3.9286635,61.20683,1
-56.925953,-65.70429,1
3.1498067,60.8272,1
-53.861824,-65.82645,1
6.192984,53.82209,1
13.533959,57.094986,1
-57.580406,-67.5131,1
45.083298,29.062666,1
3.6605892,55.843334,1
-11.657323,65.267044,1
2.7236838,72.2114,1
88.886055,29.552269,1
-47.996826,0.6059166,1
-53.06512,-46.325615,1
5.9843807,50.37982,1
11.004455,-57.008488,1
-4.032259,-73.5305,1
6.5000386,66.85033,1
8.804694,73.47957,1
58.405426,24.397476,1
62.567486,-30.279743,1
13.414037,52.16095,1
18.214207,67.49511,1
16.943676,72.0244,1
-22.301983,-30.956877,1
33.498257,2.2265894,1
15.868774,78.57851,1
12.7224655,49.319923,1
-11.529573,59.00465,1
6.2115407,66.44279,1
6.396601,67.267944,1
32.90138,1.5971887,1
-4.5414395,70.45203,1
-21.687618,-29.940975,1
29.986992,-74.06564,1
9.890983,46.628017,1
4.189682,68.35302,1
27.621687,65.21265,1
14.498853,77.67547,1
6.4494486,67.6963,1
13.214499,71.724464,1
55.401806,35.735985,1
9.837329,46.525112,1
88.85751,29.527514,1
13.059622,71.65551,1
5.763346,53.933125,1
23.929052,33.94112,1
15.893184,77.6955,1
2.3981361,71.65893,1
15.739987,-21.067636,1
-11.300985,51.85151,1
3.6269748,45.34844,1
12.65923,57.53225,1
-81.54541,-11.877898,1
19.06437,63.165173,1
3.262564,54.023724,1
18.670586,-48.779118,1
83.88806,-8.985442,1
3.8401058,50.586494,1
54.124573,-48.03325,1
7.4485254,53.50518,1
-45.599293,-17.9734,1
11.1969795,46.572468,1
5.0641665,49.556957,1
12.687996,55.7007,1
52.960243,13.976495,1
13.013913,94.225815,1
-13.922197,56.972588,1
21.311687,62.25278,1
-18.201954,62.647057,1
12.515744,-77.01856,1
3.2095368,63.055603,1
-37.981186,-25.054173,1
50.1094,-68.00303,1
4.5784764,54.071976,1
0.062061824,64.02895,1
8.800026,73.507515,1
7.8293138,61.08893,1
-53.107895,-47.20657,1
15.848702,78.57045,1
-3.8807726,69.96942,1
17.261532,13.146552,1
48.285694,-43.87905,1
6.9488173,66.533134,1
13.718236,65.98067,1
-1.6643962,-91.918365,1
14.702469,-58.25581,1
11.928074,-63.699993,1
30.883429,1.6880375,1
-8.346143,64.91305,1
-2.761442,-14.849595,1
13.719384,65.98506,1
-8.976526,-20.885792,1
41.41894,-74.86782,1
71.23939,-25.934656,1
53.825943,53.762543,1
14.702544,77.93755,1
8.797366,73.54379,1
29.400705,54.01337,1
-22.592228,-30.007399,1
-43.74044,-0.1581036,1
55.17592,1.6800622,1
-20.297441,-33.852024,1
-21.562857,-33.760746,1
16.182817,37.215893,1
-21.593996,-33.667385,1
6.940823,66.65239,1
12.407458,62.161385,1
14.289031,65.71259,1
30.783184,1.6319777,1
-58.212395,-66.69554,1
5.927755,51.928818,1
65.776375,-1.9704757,1
10.187165,35.48366,1
21.30261,63.631046,1
10.539994,63.75074,1
-22.139227,-31.784086,1
-0.77452,53.72474,1
2.7138927,72.19723,1
4.163186,53.855156,1
26.18474,39.736588,1
21.669224,62.69609,1
-55.05119,-8.26965,1
16.945282,43.07047,1
8.806135,73.5085,1
-56.364323,-66.88676,1
7.84014,54.332996,1
-13.965373,57.074677,1
12.5176,-77.0196,1
29.979197,-19.577974,1
-28.875214,9.64753,1
6.7979608,66.815605,1
-22.302444,-30.336258,1
2.7225003,72.191765,1
-53.12979,-47.42531,1
7.0598216,67.647354,1
21.831406,62.596832,1
14.505505,77.69242,1
-3.7941658,46.31637,1
-53.774284,-65.810875,1
9.788023,47.324127,1
-11.551575,59.012714,1
-0.124980964,17.321455,1
4.75517,44.823284,1
-21.874195,-28.877323,1
71.780846,6.87024,1
14.941187,78.00483,1
7.757414,54.44249,1
4.8416214,55.991188,1
12.121228,48.104084,1
-18.3047,-28.736172,1
-11.236494,54.574932,1
8.81569,73.499405,1
21.498953,63.738758,1
-23.597486,-32.463165,1
-11.086514,54.548332,1
-38.895107,-30.727524,1
-13.016468,23.894186,1
30.136337,41.99447,1
-9.207958,-40.40517,1
-19.875427,-21.311468,1
-11.100018,11.291166,1
-1.6701844,53.50292,1
-31.968142,5.300268,1
4.8968143,53.427235,1
6.230354,54.240242,1
9.590404,46.457798,1
9.194837,73.35664,1
3.9965892,45.15873,1
23.39257,-17.942879,1
9.057244,46.119858,1
13.287987,71.700096,1
-19.847525,-32.24337,1
-18.976534,-33.125393,1
-20.770947,-31.18759,1
39.410618,-59.824776,1
28.285583,-53.575283,1
8.177873,65.28979,1
-12.881433,23.809181,1
8.487929,64.85898,1
4.1902027,68.3527,1
-4.5553746,70.45653,1
-21.55616,-43.48837,1
63.40522,2.5435336,1
56.57342,76.070076,1
73.517,32.54685,1
17.279581,72.10595,1
6.0303593,68.29275,1
-1.3355767,52.98842,1
-16.442785,24.624472,1
44.570114,-33.33212,1
-15.13039,4.3630376,1
-22.225748,-30.701443,1
18.215317,67.495766,1
-13.768498,56.840466,1
16.730742,76.479195,1
6.1851745,69.539055,1
3.6374774,55.97807,1
4.257378,53.307423,1
69.2531,8.450674,1
30.209322,-74.02154,1
13.953082,65.90981,1
16.920055,43.079365,1
18.483885,-77.826195,1
-56.663704,-65.38779,1
13.329113,71.29867,1
21.230019,62.058342,1
7.99564,53.91696,1
-11.101631,11.310848,1
6.4489913,67.121086,1
1.7883084,50.135845,1
12.123821,42.9568,1
14.424881,78.25609,1
-9.17382,-40.444923,1
7.663057,54.64764,1
-39.002995,-23.9876,1
-6.9959245,-72.51899,1
-57.445118,-66.03485,1
16.179937,78.706635,1
7.4942517,49.497005,1
14.337009,71.56616,1
30.869095,1.6333886,1
8.518087,51.951397,1
-21.854553,20.997257,1
-56.905777,-66.695496,1
13.773223,65.89459,1
-28.696032,9.57431,1
7.3063197,67.02195,1
-8.338513,64.935425,1
-37.335392,-23.912973,1
54.595676,32.28785,1
6.252091,54.328407,1
-4.549167,70.46512,1
-37.707516,-21.95457,1
-48.012768,0.6303345,1
6.2212543,66.48206,1
4.2008047,68.35205,1
-58.255722,-66.693565,1
76.81689,-21.720621,1
5.993919,66.488556,1
27.621675,65.216866,1
9.658451,47.996696,1
-1.2946966,52.860577,1
10.25185,48.75359,1
45.869076,-16.220793,1
88.876434,29.44661,1
-2.572026,-26.141272,1
35.267456,-6.6289506,1
14.703177,77.91026,1
57.059547,40.647903,1
27.622055,65.21456,1
10.161422,47.0326,1
-12.954019,23.862371,1
34.994823,-34.929848,1
15.018683,77.82422,1
-37.699795,-24.153582,1
-22.191511,-30.450983,1
14.330073,71.92947,1
27.633175,65.21655,1
8.641153,51.728718,1
14.732639,71.37703,1
-37.372726,-22.10193,1
-32.40057,-76.053734,1
-1.3355209,52.958797,1
20.23476,-4.2227416,1
14.513065,78.20604,1
21.622782,62.926968,1
14.633573,77.9458,1
62.401184,-32.119144,1
-23.473764,56.838375,1
54.59995,32.285175,1
27.63021,65.20676,1
1.5870534,71.69895,1
-38.95842,-30.596497,1
6.6440563,66.704056,1
-21.199608,-31.182045,1
-19.708015,-32.45167,1
4.1431212,54.75021,1
10.537331,63.757904,1
3.6584797,55.89552,1
-37.475037,-25.155348,1
10.878425,-1.5897471,1
-3.888878,39.338642,1
44.142323,-8.523076,1
5.9324813,67.48251,1
-0.57303816,65.5628,1
3.9181654,54.499184,1
5.0776753,34.117176,1
14.271979,78.40693,1
4.176268,68.36115,1
-4.5648794,70.4011,1
-22.323877,-31.01247,1
8.816343,73.43077,1
-22.87133,-30.15031,1
-52.437023,-46.83681,1
-21.990484,-5.3553724,1
-58.10227,-66.61581,1
14.04762,65.90083,1
8.84514,47.79046,1
-58.20162,-66.68921,1
32.239685,-59.234512,1
-18.902193,-35.06381,1
17.144592,20.453491,1
27.486238,-65.41823,1
24.827528,71.81891,1
-64.00187,-54.819965,1
8.710082,73.71511,1
11.630955,47.254505,1
-11.731695,54.67908,1
6.0501285,68.33625,1
11.851036,57.8647,1
10.34726,44.93953,1
21.412128,63.560143,1
4.1681128,54.103394,1
-11.472015,58.974483,1
22.050325,-57.134598,1
10.870911,47.280052,1
44.706932,-9.300015,1
57.061604,40.645027,1
9.506428,48.152416,1
43.45596,-54.37308,1
5.323046,47.03258,1
8.826225,73.43982,1
45.74352,-8.971337,1
19.972479,-47.029453,1
-38.167454,-24.147264,1
38.7197,24.972504,1
33.615772,2.0860922,1
61.610226,-70.923775,1
27.622393,65.214066,1
-58.2027,-66.69728,1
10.669141,46.5238,1
72.6194,-61.39972,1
44.902794,-33.09947,1
21.42902,63.421364,1
14.464797,47.643837,1
12.1628895,48.105247,1
5.0795918,34.12459,1
-58.134113,-66.67895,1
-11.553117,59.016674,1
27.623041,65.20983,1
57.292828,-8.304701,1
57.371525,8.602207,1
-53.072895,-46.30918,1
10.397021,63.756626,1
-22.13966,-32.008766,1
10.127284,47.62448,1
69.17839,-57.06821,1
-32.68405,-51.3591,1
10.2372875,48.75083,1
-9.588106,66.18122,1
10.904587,47.18277,1
11.718408,47.29452,1
48.049755,46.793964,1
-0.39797273,64.572525,1
7.8292437,49.970528,1
7.061187,68.11496,1
-12.953854,23.863663,1
-2.649543,17.927698,1
-47.17776,-16.850912,1
13.971988,65.905815,1
-22.322126,-31.12548,1
9.820345,46.457455,1
14.318104,65.862274,1
1.6099483,-43.46402,1
8.707051,73.50994,1
3.8965452,55.426476,1
-21.602156,-31.439024,1
-22.60244,-30.356945,1
37.76123,-2.2839816,1
55.574314,-42.75316,1
-18.109118,-28.755613,1
-43.176678,2.6364117,1
3.2079687,63.05842,1
13.627668,56.44305,1
16.328405,-58.762264,1
21.420912,63.495193,1
31.548006,-5.1344776,1
10.359369,47.665363,1
88.79438,29.568308,1
7.332153,66.60504,1
12.492737,62.2052,1
21.319403,63.680305,1
3.937607,54.82361,1
9.153277,73.195114,1
15.079544,65.74775,1
2.4083514,71.68449,1
14.455763,77.590836,1
14.26672,66.70685,1
7.8456836,54.270042,1
21.325645,-85.856155,1
7.134013,67.25407,1
14.92646,77.76675,1
45.31587,8.930708,1
2.9190333,60.643406,1
-20.328737,-33.831615,1
-51.395645,33.08659,1
44.30857,36.86806,1
4.1872377,68.34959,1
4.4332123,21.909098,1
-14.013147,57.104557,1
11.758235,47.190666,1
34.86323,10.142937,1
31.14238,-32.94185,1
16.73791,76.47256,1
22.638842,26.202238,1
-45.602776,-17.982502,1
-12.859243,-33.547974,1
-3.9357915,39.394318,1
-4.1602774,70.1649,1
46.74977,-32.884907,1
44.311153,36.905716,1
2.6517105,72.12066,1
21.406765,63.58021,1
13.123396,71.97504,1
-0.6216112,-62.131493,1
32.238216,-59.2313,1
-37.70358,-24.141016,1
13.052598,71.872406,1
10.187396,35.489662,1
0.14010273,65.25608,1
-4.6124496,70.58788,1
44.638767,-33.27942,1
9.860149,46.54679,1
7.9225764,53.978992,1
-22.142767,-32.27272,1
-17.175907,-39.31493,1
0.089966334,65.23572,1
-57.69009,-66.34405,1
30.047766,16.129246,1
3.126987,60.841125,1
-11.268839,52.34427,1
-22.779167,-30.16883,1
21.399923,63.618187,1
21.391916,63.639057,1
12.996508,58.03381,1
-40.370476,62.58802,1
-0.1657573,50.381363,1
1.5782,-43.464172,1
-44.052338,-44.811493,1
1.8188983,50.028427,1
-57.43317,-65.53482,1
-0.1713719,50.3747,1
-26.94932,-49.90758,1
14.319965,65.93734,1
-1.3440874,52.996178,1
2.6602616,72.55502,1
-22.145155,-30.896584,1
-37.34789,-22.217308,1
7.4831376,66.98093,1
16.582975,57.241867,1
88.904175,29.548868,1
11.103356,47.492767,1
21.514513,63.74801,1
9.054068,75.02138,1
8.814883,73.48312,1
85.39243,-39.99813,1
2.37567,71.6776,1
-56.942356,-65.74184,1
44.93844,-9.230286,1
10.3802805,48.075928,1
-4.6371174,70.50978,1
88.9433,29.549978,1
14.512751,71.6924,1
-47.99471,0.5501979,1
14.789908,77.88485,1
2.717663,72.26113,1
3.4699047,50.426025,1
5.3427634,67.45028,1
-0.8995998,-54.42835,1
21.376657,-85.87012,1
-7.352203,-70.943756,1
-4.566378,39.56517,1
-5.627374,-71.73891,1
3.6202404,55.8761,1
-10.4354315,-16.624443,1
85.3803,-39.949707,1
40.115807,-5.1414776,1
14.583454,65.80789,1
6.91737,68.41062,1
-19.660225,-32.43989,1
-37.654087,-24.1668,1
14.188151,65.96019,1
6.9613366,68.16626,1
4.8949466,53.68929,1
-11.91195,12.318546,1
10.53082,51.815655,1
-50.9225,-6.7678766,1
-58.16908,-66.66414,1
2.7016597,72.19283,1
65.9252,-31.27876,1
-38.94554,-30.678736,1
4.173448,68.35888,1
12.496115,62.202156,1
9.729266,47.92034,1
5.0718203,34.129944,1
6.579699,44.873226,1
6.734539,54.82913,1
23.122696,-26.411812,1
-6.980104,-72.50501,1
-3.8136446,39.411045,1
-7.0016203,-72.49684,1
13.703763,70.54116,1
-11.253809,54.54072,1
4.406597,53.532745,1
-20.706066,-32.17409,1
-47.438416,-50.094593,1
17.562107,-11.634494,1
-27.397093,-46.54563,1
-37.66666,-24.206005,1
2.532324,-53.795887,1
11.436179,47.510834,1
-1.5913783,53.957447,1
-22.009306,-30.682915,1
85.393005,-39.96583,1
-19.74975,-32.385967,1
14.300746,65.73099,1
6.058376,68.26203,1
61.81258,15.9202795,1
18.212238,67.49208,1
-0.7006414,64.42475,1
27.932796,-45.57052,1
-12.001282,65.90864,1
3.1466568,-29.64021,1
19.795103,17.033445,1
14.489671,65.95328,1
-58.02282,-66.93462,1
55.63118,56.99021,1
-20.813046,-31.07875,1
75.93221,-12.555072,1
8.801959,73.47254,1
-22.28679,-30.133495,1
-16.322004,-68.73608,1
8.214855,76.21308,1
58.656967,-5.9299593,1
21.15886,63.45057,1
4.9949555,55.92421,1
-51.152836,96.9267,1
18.206396,67.47744,1
18.208042,67.490295,1
3.6955907,55.816025,1
-7.0109935,-72.507835,1
-4.496973,70.33199,1
-52.382896,-46.83635,1
12.867889,57.938255,1
-43.73231,-0.15688993,1
18.221035,61.156715,1
43.46039,-54.371582,1
2.8792808,60.327953,1
8.809474,73.52725,1
13.465849,71.03865,1
3.0920737,-50.746403,1
-22.356936,43.198853,1
63.50824,-3.5995114,1
15.105122,71.26558,1
14.335522,65.89321,1
9.6471195,37.548134,1
6.0358286,68.23594,1
12.023828,47.947033,1
11.92109,21.65374,1
12.913491,71.8215,1
27.1401,-53.325962,1
18.955473,63.1782,1
4.6449323,53.378056,1
-3.4524214,-42.87675,1
-32.379032,-76.054756,1
-31.92992,22.389921,1
7.888231,59.750404,1
-26.45735,-58.575745,1
2.6561363,72.14,1
-4.6287975,69.5112,1
-20.18091,-30.44695,1
8.819168,73.530594,1
8.407141,64.985664,1
0.13569166,65.2344,1
5.65926,66.329544,1
-48.307423,1.3395793,1
32.226242,-59.228916,1
10.32922,-18.224007,1
10.422395,48.292076,1
14.312252,72.03542,1
10.661009,47.075806,1
18.406994,61.2281,1
-0.1159457,64.33512,1
4.9263344,54.1603,1
6.3684673,67.33117,1
2.8320606,72.20035,1
-4.1798034,39.442757,1
20.957418,64.02948,1
-0.5097136,-38.44159,1
-58.132618,-66.63539,1
4.433087,21.909407,1
9.851647,46.518284,1
-0.037595,64.226135,1
-2.353175,68.25314,1
5.678074,53.986023,1
12.4829,62.194923,1
51.297237,63.49357,1
10.067066,46.531963,1
12.513732,-77.01958,1
-10.313994,24.199463,1
14.660128,77.95489,1
69.17161,-57.090263,1
15.082395,71.2627,1
7.24969,67.0369,1
13.945628,61.901955,1
27.623455,65.21604,1
33.58391,2.1180115,1
5.0801964,34.12401,1
2.7072532,72.19901,1
-3.827704,57.702778,1
-21.921715,-31.148989,1
0.14533097,65.264275,1
12.2994,57.64804,1
12.492175,62.200527,1
6.059907,54.630363,1
19.545956,-27.057295,1
5.025572,49.695633,1
0.14242156,65.21961,1
-21.5509,-30.39396,1
33.494183,2.1463308,1
57.86452,32.54281,1
42.066933,-7.1668363,1
36.98622,37.285526,1
-12.832996,-33.61721,1
7.7485576,52.84135,1
6.878553,66.63333,1
10.723315,48.334587,1
12.486632,62.19078,1
-53.15012,-46.20592,1
-56.510654,-66.81092,1
-9.401879,-40.348385,1
10.238754,46.652393,1
5.117815,53.063713,1
30.118704,-74.02832,1
24.802982,-40.624023,1
44.607887,-33.28147,1
30.870693,1.6537691,1
3.9069977,65.29434,1
7.739572,54.457207,1
6.032,66.56134,1
-37.285408,-24.609224,1
8.790594,73.53601,1
7.9084454,61.126175,1
6.655209,67.68723,1
-55.063744,-8.125099,1
5.933533,51.941654,1
2.7201612,43.144405,1
10.307159,48.454613,1
29.94972,2.1455777,1
3.6083944,55.87768,1
4.1873593,68.354034,1
13.011683,71.81328,1
12.240145,57.391117,1
82.12876,3.0629513,1
7.945403,53.955105,1
7.4619107,53.551826,1
49.294464,46.382755,1
-4.561069,70.51581,1
-37.59343,-24.897892,1
14.683005,77.95718,1
-35.024902,-61.83604,1
7.3000536,53.661285,1
-37.678226,-24.243603,1
5.0829315,34.126194,1
12.190714,58.12879,1
44.56223,-9.743644,1
21.425861,62.16044,1
11.038607,48.06622,1
29.713875,-76.51842,1
3.6665428,55.849037,1
7.396962,66.344086,1
4.704413,54.77378,1
9.768388,46.418423,1
13.06243,71.636536,1
14.696226,66.287796,1
4.1794715,68.35665,1
20.74608,-4.322647,1
-13.016429,23.88677,1
-4.2451487,70.28635,1
30.777166,1.6261294,1
27.626461,65.20593,1
10.111315,46.98578,1
6.193454,69.5103,1
12.586803,47.02888,1
-58.07829,-65.34786,1
6.978424,68.15225,1
6.4401364,54.554943,1
13.6249695,70.706215,1
34.68879,-76.64237,1
8.081866,54.017464,1
-0.7305656,64.409386,1
18.47811,67.661064,1
-8.34809,59.188652,1
-20.280727,-33.875416,1
-56.93453,-66.14866,1
-6.19031,41.51745,1
62.875687,-54.09781,1
87.870384,29.791979,1
-40.85911,62.51307,1
14.50457,77.29252,1
-35.79069,-29.578726,1
8.034277,68.80287,1
4.831721,53.430935,1
14.1669445,72.037155,1
1.990077,49.502216,1
-8.412797,64.606834,1
21.42387,63.512516,1
11.663153,-34.409836,1
-1.238485,64.27075,1
6.330499,68.406944,1
-37.726814,-24.156733,1
8.24258,76.18719,1
32.24321,-59.23395,1
-21.566141,-33.784367,1
18.195862,67.486694,1
44.167713,-8.560072,1
-7.232384,43.679802,1
27.795263,-51.896503,1
-7.1327305,10.541602,1
-32.384293,-76.05433,1
21.429873,62.894016,1
21.264622,61.830048,1
7.4412127,68.25207,1
3.906413,54.897457,1
5.0787563,34.131493,1
-22.319931,-30.6508,1
-20.124233,-30.526907,1
-37.721123,-24.408518,1
-58.51752,-66.73779,1
-20.297539,-33.95391,1
22.921726,59.994957,1
8.644887,72.03461,1
3.384509,45.508095,1
-38.972775,-30.577892,1
53.117767,-36.574764,1
45.13254,28.960882,1
-57.404278,-65.34745,1
78.88875,45.542423,1
18.201595,67.48405,1
-4.426952,70.55562,1
31.18465,1.2136692,1
15.870635,78.579185,1
-28.920404,20.420982,1
0.19935624,63.740364,1
-26.81834,-12.681591,1
-1.6192987,54.02294,1
12.508773,62.23374,1
-22.29978,-30.524105,1
-58.261047,-66.73536,1
-7.000936,-72.49509,1
40.02261,38.086117,1
14.81919,77.85765,1
81.87529,-65.94261,2
-23.882788,1.006184,2
-5.853959,50.276867,2
-38.48304,-20.547508,2
48.881794,-24.599236,2
16.578396,-45.40724,2
-5.2797728,-5.402641,2
-71.22481,-20.08693,2
-50.056488,25.043907,2
-39.377026,5.5281725,2
-28.115307,-42.01224,2
-62.050488,18.097807,2
43.964314,-61.594776,2
-2.2609136,33.995617,2
-14.325635,42.627396,2
-27.680014,-34.331913,2
18.423897,46.118973,2
12.041006,-13.023865,2
5.3202047,40.245285,2
-37.2062,34.839203,2
-71.76505,-29.897911,2
22.19652,32.728336,2
-32.420185,3.2962573,2
-23.539759,-0.56075615,2
19.88386,2.6083195,2
-43.144253,2.5731597,2
15.773206,10.139226,2
-33.424793,28.035011,2
-4.372643,-3.6987693,2
27.631128,65.21735,2
-35.262463,42.065334,2
-36.20499,34.231968,2
-0.7097349,2.3865821,2
-37.44377,35.0513,2
-74.15302,-33.72136,2
-33.638966,40.393116,2
50.680668,16.83619,2
15.19397,-65.35571,2
-52.92147,25.049444,2
-25.76745,-3.3568847,2
-23.989723,-60.933937,2
-45.640568,-12.69393,2
-0.10592441,-73.34603,2
-30.173578,-6.141891,2
54.465252,4.1745725,2
45.509914,-16.193161,2
12.496817,-0.32942513,2
14.754169,32.507835,2
-8.614818,13.970811,2
9.440947,-3.4447033,2
61.241653,57.167942,2
-35.30141,-86.11846,2
22.289816,47.118923,2
14.008918,6.031876,2
-48.146816,-49.473698,2
40.959843,-15.608612,2
-12.068715,-10.393296,2
-35.895954,24.16003,2
-55.415607,-23.88109,2
-9.726478,17.397125,2
-107.51991,24.97969,2
6.954251,-49.80678,2
-49.021667,-23.428057,2
-52.568665,-32.91595,2
-82.99118,9.02686,2
77.0556,-6.475946,2
5.369642,-53.841038,2
-32.767376,-62.278946,2
27.818274,43.441597,2
7.594189,3.824504,2
12.8810625,16.631138,2
-18.21196,28.10434,2
77.98596,-44.7559,2
-43.84609,9.352419,2
0.7566853,-26.678806,2
-89.72659,8.017538,2
-34.08266,23.121513,2
-0.3135769,2.916899,2
-1.3653002,-13.006071,2
7.8880453,-71.061455,2
10.212528,15.090423,2
-10.455324,19.31985,2
-21.883272,32.18918,2
-0.27707934,13.062894,2
-5.2461243,54.104553,2
-29.675097,-62.213795,2
39.466274,17.673248,2
-0.0898408,50.897762,2
54.323505,-30.689924,2
-9.912124,17.162453,2
-24.446089,-0.97504777,2
-30.535168,-32.402668,2
50.658115,82.549515,2
52.463886,-28.004164,2
-13.612896,18.9945,2
-33.46864,27.95487,2
-1.885886,19.057056,2
-25.042534,4.2252364,2
65.15152,-4.531199,2
-36.97017,29.17219,2
41.483337,21.37987,2
23.447134,-13.8386135,2
53.285713,46.843655,2
6.0711703,20.70051,2
-62.744884,37.01069,2
-35.38919,-86.15708,2
-59.94502,-20.443232,2
52.206753,14.110629,2
11.940329,31.160696,2
-40.76717,0.17427206,2
-12.910775,41.32063,2
36.539757,-13.283515,2
-17.146492,25.505747,2
-54.271687,42.001057,2
-47.152702,-12.894228,2
3.7992563,65.18176,2
15.901646,-75.49049,2
-43.967903,23.69087,2
35.269104,14.235816,2
-16.297506,31.28388,2
-40.81971,9.6688385,2
64.011795,-37.972504,2
-12.437044,21.461924,2
34.214626,46.264145,2
