1, 860.0, 957, 0.8986415882967607, 860.0, 957, 0.8986415882967607
2, 78.0, 843, 0.09252669039145907, 938.0, 1800, 0.5211111111111111
3, 315.0, 468, 0.6730769230769231, 1253.0, 2268, 0.5524691358024691
4, 11.0, 203, 0.054187192118226604, 1264.0, 2471, 0.5115337919870497
5, 434.0, 588, 0.7380952380952381, 1698.0, 3059, 0.5550833605753515
6, 546.0, 882, 0.6190476190476191, 2244.0, 3941, 0.5693986297893936
7, 208.0, 619, 0.3360258481421648, 2452.0, 4560, 0.537719298245614
8, 450.0, 911, 0.49396267837541163, 2902.0, 5471, 0.5304331932005117
9, 285.0, 434, 0.6566820276497696, 3187.0, 5905, 0.5397121083827265
10, 452.99999999999994, 900, 0.5033333333333333, 3640.0, 6805, 0.5349008082292432
11, 21.0, 180, 0.11666666666666667, 3661.0, 6985, 0.5241231209735147
12, 22.0, 950, 0.023157894736842106, 3683.0, 7935, 0.4641461877756774
13, 315.0, 756, 0.4166666666666667, 3998.0, 8691, 0.4600161086181107
14, 291.0, 817, 0.3561811505507956, 4289.0, 9508, 0.45109381573411866
15, 137.0, 756, 0.18121693121693122, 4426.0, 10264, 0.43121590023382694
16, 824.0, 959, 0.8592283628779979, 5250.0, 11223, 0.4677893611333868
17, 272.0, 775, 0.35096774193548386, 5522.0, 11998, 0.4602433738956493
18, 532.0, 858, 0.62004662004662, 6054.0, 12856, 0.4709085252022402
19, 252.0, 801, 0.3146067415730337, 6306.0, 13657, 0.46174123160284103
20, 596.0, 857, 0.6954492415402567, 6902.0, 14514, 0.4755408571034863
21, 0.0, 53, 0.0, 6902.0, 14567, 0.4738106679481019
22, 17.0, 671, 0.02533532041728763, 6919.0, 15238, 0.45406221288883053
23, 452.0, 951, 0.47528916929547843, 7371.0, 16189, 0.45530916054110815
24, 427.0, 958, 0.44572025052192066, 7798.0, 17147, 0.454773429754476
25, 95.0, 652, 0.14570552147239263, 7893.0, 17799, 0.4434518793190629
26, 299.0, 808, 0.37004950495049505, 8192.0, 18607, 0.44026441661740207
27, 259.0, 956, 0.2709205020920502, 8451.0, 19563, 0.43198895874865817
28, 376.0, 853, 0.44079718640093785, 8827.0, 20416, 0.4323569749216301
29, 215.00000000000003, 821, 0.2618757612667479, 9042.0, 21237, 0.42576635117954514
30, 39.0, 378, 0.10317460317460317, 9081.0, 21615, 0.42012491325468426
31, 243.0, 485, 0.5010309278350515, 9324.0, 22100, 0.4219004524886878
32, 327.0, 766, 0.42689295039164493, 9651.0, 22866, 0.4220676987667279
33, 177.0, 780, 0.22692307692307692, 9828.0, 23646, 0.41563055062166965
34, 528.0, 664, 0.7951807228915663, 10356.0, 24310, 0.4259975318798848
35, 70.0, 471, 0.14861995753715498, 10426.0, 24781, 0.42072555586941607
36, 3.0, 573, 0.005235602094240838, 10429.0, 25354, 0.4113354894691173
37, 214.0, 513, 0.4171539961013645, 10643.0, 25867, 0.4114508833649051
38, 754.0, 919, 0.8204570184983678, 11397.0, 26786, 0.4254834615097439
39, 566.0, 903, 0.6267995570321152, 11963.0, 27689, 0.43204882805446204
40, 379.0, 905, 0.41878453038674035, 12342.0, 28594, 0.43162901307966706
41, 690.0, 924, 0.7467532467532467, 13032.0, 29518, 0.44149332610610476
